Date	Close		
6/29/2012 16:00:00	798.49		1.18%
7/2/2012 16:00:00	807.94		1.31%
7/3/2012 16:00:00	818.49		-0.13%
7/5/2012 16:00:00	817.43		-1.26%
7/6/2012 16:00:00	807.14		-0.29%
7/9/2012 16:00:00	804.8		-1.20%
7/10/2012 16:00:00	795.17		-0.37%
7/11/2012 16:00:00	792.26		-0.33%
7/12/2012 16:00:00	789.62		1.44%
7/13/2012 16:00:00	800.99		-0.54%
7/16/2012 16:00:00	796.66		0.35%
7/17/2012 16:00:00	799.45		0.70%
7/18/2012 16:00:00	805.06		-0.36%
7/19/2012 16:00:00	802.17		-1.33%
7/20/2012 16:00:00	791.54		-1.60%
7/23/2012 16:00:00	778.9		-1.43%
7/24/2012 16:00:00	767.75		0.20%
7/25/2012 16:00:00	769.31		1.01%
7/26/2012 16:00:00	777.11		2.43%
7/27/2012 16:00:00	796		-0.56%
7/30/2012 16:00:00	791.58		-0.59%
7/31/2012 16:00:00	786.94		-2.01%
8/1/2012 16:00:00	771.11		-0.33%
8/2/2012 16:00:00	768.6		2.59%
8/3/2012 16:00:00	788.48		0.74%
8/6/2012 16:00:00	794.35		0.88%
8/7/2012 16:00:00	801.34		-0.15%
8/8/2012 16:00:00	800.16		0.34%
8/9/2012 16:00:00	802.9		-0.17%
8/10/2012 16:00:00	801.55		-0.26%
8/13/2012 16:00:00	799.49		-0.33%
8/14/2012 16:00:00	796.88		0.93%
8/15/2012 16:00:00	804.26		1.10%
8/16/2012 16:00:00	813.08		0.84%
8/17/2012 16:00:00	819.89		-0.41%
8/20/2012 16:00:00	816.51		-0.14%
8/21/2012 16:00:00	815.36		-0.34%
8/22/2012 16:00:00	812.56		-0.81%
8/23/2012 16:00:00	806		0.40%
8/24/2012 16:00:00	809.19		0.15%
8/27/2012 16:00:00	810.4		0.48%
8/28/2012 16:00:00	814.28		0.44%
8/29/2012 16:00:00	817.84		-1.12%
8/30/2012 16:00:00	808.64		0.43%
8/31/2012 16:00:00	812.09		1.24%
9/4/2012 16:00:00	822.14		-0.11%
9/5/2012 16:00:00	821.23		2.04%
9/6/2012 16:00:00	837.95		0.52%
9/7/2012 16:00:00	842.27		-0.34%
9/10/2012 16:00:00	839.37		0.30%
9/11/2012 16:00:00	841.91		0.38%
9/12/2012 16:00:00	845.12		1.30%
9/13/2012 16:00:00	856.12		1.00%
9/14/2012 16:00:00	864.7		-0.67%
9/17/2012 16:00:00	858.9		-0.23%
9/18/2012 16:00:00	856.93		-0.10%
9/19/2012 16:00:00	856.08		-0.53%
9/20/2012 16:00:00	851.51		0.47%
9/21/2012 16:00:00	855.51		-0.44%
9/24/2012 16:00:00	851.76		-1.48%
9/25/2012 16:00:00	839.12		-0.62%
9/26/2012 16:00:00	833.93		1.15%
9/27/2012 16:00:00	843.54		-0.72%
9/28/2012 16:00:00	837.45		0.34%
10/1/2012 16:00:00	840.31		0.02%
10/2/2012 16:00:00	840.51		-0.21%
10/3/2012 16:00:00	838.78		0.70%
10/4/2012 16:00:00	844.65		-0.21%
10/5/2012 16:00:00	842.86		-0.53%
10/8/2012 16:00:00	838.41		-1.25%
10/9/2012 16:00:00	827.92		-0.14%
10/10/2012 16:00:00	826.75		0.37%
10/11/2012 16:00:00	829.78		-0.81%
10/12/2012 16:00:00	823.09		0.63%
10/15/2012 16:00:00	828.28		0.86%
10/16/2012 16:00:00	835.44		0.85%
10/17/2012 16:00:00	842.52		-0.64%
10/18/2012 16:00:00	837.12		-1.93%
10/19/2012 16:00:00	821		-0.06%
10/22/2012 16:00:00	820.52		-0.53%
10/23/2012 16:00:00	816.2		-0.31%
10/24/2012 16:00:00	813.65		0.39%
10/25/2012 16:00:00	816.82		-0.44%
10/26/2012 16:00:00	813.25		0.67%
10/31/2012 16:00:00	818.73		1.11%
11/1/2012 16:00:00	827.85		-1.63%
11/2/2012 16:00:00	814.37		0.63%
11/5/2012 16:00:00	819.54		0.77%
11/6/2012 16:00:00	825.81		-2.58%
11/7/2012 16:00:00	804.52		-1.35%
11/8/2012 16:00:00	793.65		0.17%
11/9/2012 16:00:00	795.02		-0.16%
11/12/2012 16:00:00	793.76		-0.60%
11/13/2012 16:00:00	789.01		-2.00%
11/14/2012 16:00:00	773.2		-0.48%
11/15/2012 16:00:00	769.48		0.88%
11/16/2012 16:00:00	776.28		2.16%
11/19/2012 16:00:00	793.06		0.09%
11/20/2012 16:00:00	793.81		0.58%
11/21/2012 16:00:00	798.38		1.10%
11/23/2012 13:00:00	807.18		0.23%
11/26/2012 16:00:00	809.02		-0.16%
11/27/2012 16:00:00	807.74		0.71%
11/28/2012 16:00:00	813.5		1.19%
11/29/2012 16:00:00	823.2		-0.16%
11/30/2012 16:00:00	821.92		-0.14%
12/3/2012 16:00:00	820.8		0.16%
12/4/2012 16:00:00	822.12		-0.18%
12/5/2012 16:00:00	820.6		0.15%
12/6/2012 16:00:00	821.79		0.06%
12/7/2012 16:00:00	822.27		0.49%
12/10/2012 16:00:00	826.26		1.06%
12/11/2012 16:00:00	834.99		-0.67%
12/12/2012 16:00:00	829.39		-0.63%
12/13/2012 16:00:00	824.2		-0.05%
12/14/2012 16:00:00	823.75		1.37%
12/17/2012 16:00:00	835		1.52%
12/18/2012 16:00:00	847.69		0.02%
12/19/2012 16:00:00	847.89		0.54%
12/20/2012 16:00:00	852.49		-0.54%
12/21/2012 16:00:00	847.92		-0.38%
12/24/2012 13:00:00	844.74		-0.69%
12/26/2012 16:00:00	838.89		-0.18%
12/27/2012 16:00:00	837.4		-0.63%
12/28/2012 16:00:00	832.1		2.07%
12/31/2012 16:00:00	849.35		2.83%
1/2/2013 16:00:00	873.42		-0.09%
1/3/2013 16:00:00	872.6		0.75%
1/4/2013 16:00:00	879.15		-0.38%
1/7/2013 16:00:00	875.8		-0.13%
1/8/2013 16:00:00	874.7		0.55%
1/9/2013 16:00:00	879.51		0.20%
1/10/2013 16:00:00	881.24		-0.05%
1/11/2013 16:00:00	880.77		-0.08%
1/14/2013 16:00:00	880.1		0.51%
1/15/2013 16:00:00	884.6		-0.26%
1/16/2013 16:00:00	882.314		0.91%
1/17/2013 16:00:00	890.3588		0.27%
1/18/2013 16:00:00	892.8004		0.72%
1/22/2013 16:00:00	899.2381		-0.28%
1/23/2013 16:00:00	896.7041		0.39%
1/24/2013 16:00:00	900.1905		0.56%
1/25/2013 16:00:00	905.2355		0.16%
1/28/2013 16:00:00	906.71		0.07%
1/29/2013 16:00:00	907.3133		-1.15%
1/30/2013 16:00:00	896.9113		0.58%
1/31/2013 16:00:00	902.0865		1.01%
2/1/2013 16:00:00	911.199		-1.31%
2/4/2013 16:00:00	899.2782		0.99%
2/5/2013 16:00:00	908.2151		0.34%
2/6/2013 16:00:00	911.2863		-0.35%
2/7/2013 16:00:00	908.0997		0.61%
2/8/2013 16:00:00	913.6703		-0.07%
2/11/2013 16:00:00	913.0337		0.49%
2/12/2013 16:00:00	917.5153		0.33%
2/13/2013 16:00:00	920.58		0.35%
2/14/2013 16:00:00	923.7611		-0.07%
2/15/2013 16:00:00	923.151		0.96%
2/19/2013 16:00:00	932.0016		-1.99%
2/20/2013 16:00:00	913.4976		-0.89%
2/21/2013 16:00:00	905.4006		1.19%
2/22/2013 16:00:00	916.1566		-2.22%
2/25/2013 16:00:00	895.8447		0.47%
2/26/2013 16:00:00	900.0539		1.10%
2/27/2013 16:00:00	909.9194		0.13%
2/28/2013 16:00:00	911.1063		0.40%
3/1/2013 16:00:00	914.7287		0.21%
3/4/2013 16:00:00	916.6795		1.17%
3/5/2013 16:00:00	927.3982		0.28%
3/6/2013 16:00:00	929.9605		0.50%
3/7/2013 16:00:00	934.5714		0.85%
3/8/2013 16:00:00	942.502		0.00%
3/11/2013 16:00:00	942.5093		-0.24%
3/12/2013 16:00:00	940.2626		0.39%
3/13/2013 16:00:00	943.902		0.97%
3/14/2013 16:00:00	953.0675		-0.06%
3/15/2013 16:00:00	952.4825		-0.55%
3/18/2013 16:00:00	947.2026		-0.46%
3/19/2013 16:00:00	942.8455		0.97%
3/20/2013 16:00:00	951.9481		-0.84%
3/21/2013 16:00:00	943.9212		0.25%
3/22/2013 16:00:00	946.2732		-0.04%
3/25/2013 16:00:00	945.85		0.42%
3/26/2013 16:00:00	949.8188		0.04%
3/27/2013 16:00:00	950.2353		0.14%
3/28/2013 16:00:00	951.5424		-1.34%
4/1/2013 16:00:00	938.7857		-0.48%
4/2/2013 16:00:00	934.2983		-1.67%
4/3/2013 16:00:00	918.7119		0.76%
4/4/2013 16:00:00	925.6621		-0.26%
4/5/2013 16:00:00	923.2771		0.89%
4/8/2013 16:00:00	931.4866		-0.23%
4/9/2013 16:00:00	929.3389		1.80%
4/10/2013 16:00:00	946.0941		0.10%
4/11/2013 16:00:00	947.0518		-0.44%
4/12/2013 16:00:00	942.8522		-3.78%
4/15/2013 16:00:00	907.1794		1.78%
4/16/2013 16:00:00	923.2981		-1.79%
4/17/2013 16:00:00	906.8002		-0.58%
4/18/2013 16:00:00	901.5129		1.22%
4/19/2013 16:00:00	912.4973		0.25%
4/22/2013 16:00:00	914.8021		1.59%
4/23/2013 16:00:00	929.3614		0.51%
4/24/2013 16:00:00	934.1141		0.66%
4/25/2013 16:00:00	940.2827		-0.53%
4/26/2013 16:00:00	935.2527		0.77%
4/29/2013 16:00:00	942.4303		0.53%
4/30/2013 16:00:00	947.4606		-2.45%
5/1/2013 16:00:00	924.2389		1.69%
5/2/2013 16:00:00	939.8515		1.55%
5/3/2013 16:00:00	954.4202		0.56%
5/6/2013 16:00:00	959.8035		0.84%
5/7/2013 16:00:00	967.8188		0.27%
5/8/2013 16:00:00	970.4056		-0.43%
5/9/2013 16:00:00	966.2578		0.92%
5/10/2013 16:00:00	975.16		-0.14%
5/13/2013 16:00:00	973.7877		1.25%
5/14/2013 16:00:00	985.9553		0.26%
5/15/2013 16:00:00	988.5383		-0.32%
5/16/2013 16:00:00	985.3399		1.11%
